x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3535427749156952,0.7474295496940613,-4.753847520078125e-07,0.40059369802474976,0.6337217092514038,-0.003537499811500311,0.4580579698085785,0.5587916970252991,-0.019089577719569206,0.5106260180473328,0.5026862621307373,-0.0325673446059227,0.5261330008506775,0.44041579961776733,-0.04234706237912178,0.546571671962738,0.6354074478149414,-0.04170553758740425,0.6009325385093689,0.6598739624023438,-0.0363566093146801,0.5702527761459351,0.6568777561187744,-0.022601787000894547,0.5385124683380127,0.6491743922233582,-0.015071718953549862,0.5451059341430664,0.7249395251274109,-0.04663940891623497,0.592201828956604,0.7273284196853638,-0.03256586194038391,0.5629553198814392,0.7175249457359314,-0.017841773107647896,0.531520426273346,0.7152851223945618,-0.01545817032456398,0.529904842376709,0.8028990030288696,-0.04715399816632271,0.5746371150016785,0.7954761981964111,-0.03315245360136032,0.5482871532440186,0.7886603474617004,-0.015769122168421745,0.5159043669700623,0.78819340467453,-0.01313104759901762,0.5101373791694641,0.8689867258071899,-0.04732416942715645,0.5495553016662598,0.8643983006477356,-0.03932294622063637,0.525630533695221,0.8539494276046753,-0.022829754278063774,0.4984092712402344,0.8515002727508545,-0.013866898603737354,thumbs_up
0.3281688690185547,0.7657663226127625,-6.04745082455338e-07,0.3922833204269409,0.6087605357170105,0.0019370097434148192,0.4692690968513489,0.5173238515853882,-0.015029805712401867,0.535247266292572,0.44724059104919434,-0.029815491288900375,0.5591588020324707,0.3687201738357544,-0.03976166993379593,0.6047878861427307,0.6040803790092468,-0.049060042947530746,0.6595202088356018,0.6534934639930725,-0.03576550632715225,0.6193975806236267,0.6642757654190063,-0.014630580320954323,0.5783826112747192,0.6547676920890808,-0.004060680046677589,0.6033333539962769,0.7232163548469543,-0.05876043066382408,0.6529198884963989,0.7463316917419434,-0.03219163045287132,0.6147527098655701,0.7440952658653259,-0.010389568284153938,0.5719505548477173,0.7356059551239014,-0.007230585440993309,0.5788664817810059,0.831718921661377,-0.06192019581794739,0.6352007985115051,0.8363174796104431,-0.03798843175172806,0.5996178984642029,0.8323557376861572,-0.014933023601770401,0.5534911751747131,0.8207694292068481,-0.013064305298030376,0.5445733666419983,0.9259800314903259,-0.064391128718853,0.5862669944763184,0.9330231547355652,-0.05392272025346756,0.5537312626838684,0.9240128993988037,-0.03482872620224953,0.5151875019073486,0.9084327816963196,-0.02496930956840515,thumbs_up
0.3948758542537689,0.8685786724090576,-4.859561499870324e-07,0.439773291349411,0.7680342197418213,0.011295170523226261,0.5058462023735046,0.697840690612793,0.00654201116412878,0.5559038519859314,0.6491721868515015,-7.42691699997522e-05,0.5700315833091736,0.5933433175086975,-0.0043873656541109085,0.5991971492767334,0.7202843427658081,-0.01329499576240778,0.6448763608932495,0.7999727725982666,-0.011171477846801281,0.619385302066803,0.8282337784767151,-0.0063811177387833595,0.5892007350921631,0.8191244602203369,-0.004844528157263994,0.6006013751029968,0.7958665490150452,-0.02729628048837185,0.6334909200668335,0.8698995113372803,-0.013501924462616444,0.6020693182945251,0.8834455609321594,-0.0029208834748715162,0.5706441402435303,0.8652557134628296,-0.0024735068436712027,0.5864933729171753,0.8759168982505798,-0.03831904008984566,0.6202600598335266,0.9353880882263184,-0.026458313688635826,0.5895307660102844,0.9397597312927246,-0.011896364390850067,0.5572269558906555,0.9201341271400452,-0.009487251751124859,0.5642668008804321,0.9499683380126953,-0.04839949309825897,0.5946551561355591,0.9881935119628906,-0.04160240665078163,0.5679937601089478,0.987647533416748,-0.027679190039634705,0.5410788655281067,0.9703428745269775,-0.01975458487868309,thumbs_up
0.3461516499519348,0.7738491892814636,-4.8155925469473e-07,0.4074539244174957,0.6684743762016296,-0.0058538964949548244,0.4717954695224762,0.6110087037086487,-0.023302333429455757,0.5288518667221069,0.56712806224823,-0.03821389004588127,0.5514585375785828,0.5058245658874512,-0.049641672521829605,0.5420290231704712,0.7138521671295166,-0.04656120762228966,0.5968866944313049,0.7437677383422852,-0.042047131806612015,0.5643348097801208,0.7299556136131287,-0.027057593688368797,0.5315719246864319,0.7167831063270569,-0.0180655624717474,0.5290546417236328,0.802121102809906,-0.04887557029724121,0.574921727180481,0.8074537515640259,-0.037519194185733795,0.5474235415458679,0.7864070534706116,-0.02184971608221531,0.5165413618087769,0.779288113117218,-0.018060659989714622,0.5044434666633606,0.8727016448974609,-0.04680165275931358,0.5474580526351929,0.8656925559043884,-0.033196981996297836,0.5231747627258301,0.8505438566207886,-0.015352764166891575,0.49256592988967896,0.8457698822021484,-0.012254815548658371,0.4780653715133667,0.9284402132034302,-0.04449250549077988,0.5127381086349487,0.9216179847717285,-0.03354716673493385,0.4903876781463623,0.9022427797317505,-0.016599714756011963,0.46549031138420105,0.8962862491607666,-0.008213245309889317,thumbs_up
0.27672237157821655,0.8258427977561951,-4.269385840416362e-07,0.2905168831348419,0.7231975793838501,0.00912552885711193,0.3289962112903595,0.6300801038742065,0.006414951756596565,0.35942700505256653,0.5654853582382202,0.0018579991301521659,0.3511025011539459,0.5155214071273804,-0.0002273995487485081,0.39173179864883423,0.6078351140022278,-0.011181071400642395,0.46428748965263367,0.6311305165290833,-0.01780053786933422,0.4485006332397461,0.6640244722366333,-0.019035495817661285,0.41982772946357727,0.6720168590545654,-0.019989099353551865,0.40862810611724854,0.6679410934448242,-0.02398819290101528,0.47294342517852783,0.6952035427093506,-0.01987980306148529,0.45429542660713196,0.7233624458312988,-0.012281439267098904,0.42659294605255127,0.7256840467453003,-0.011395497247576714,0.41975390911102295,0.7378884553909302,-0.03526322916150093,0.473685622215271,0.7601036429405212,-0.030616171658039093,0.45158714056015015,0.7806429266929626,-0.016664693132042885,0.4232942461967468,0.7808683514595032,-0.012436535209417343,0.42641928791999817,0.8077552914619446,-0.04605406895279884,0.46810823678970337,0.8182656764984131,-0.042330920696258545,0.44374674558639526,0.8308820724487305,-0.029446974396705627,0.41815492510795593,0.8296021223068237,-0.02201923169195652,thumbs_up
0.41278067231178284,0.8892048597335815,-3.888944206664746e-07,0.43834733963012695,0.7790732979774475,-0.029245881363749504,0.4490734934806824,0.6686575412750244,-0.04572615399956703,0.45628201961517334,0.5835042595863342,-0.0600796677172184,0.45208045840263367,0.5039147734642029,-0.07245314121246338,0.3780122399330139,0.7003587484359741,-0.058413371443748474,0.49629268050193787,0.7051792740821838,-0.09774582833051682,0.4999675750732422,0.7411752343177795,-0.12140967696905136,0.4634242057800293,0.7486725449562073,-0.13820405304431915,0.36536216735839844,0.7885428071022034,-0.06428194046020508,0.5040680170059204,0.7962861061096191,-0.09438273310661316,0.4948587119579315,0.8121041059494019,-0.10300732403993607,0.45109137892723083,0.8089627623558044,-0.11607037484645844,0.3676927983760834,0.8743960857391357,-0.07311922311782837,0.4917171001434326,0.8804734349250793,-0.10297312587499619,0.4836675822734833,0.8827080726623535,-0.099214568734169,0.443501740694046,0.8722946643829346,-0.10017803311347961,0.3749358355998993,0.9481430649757385,-0.08560739457607269,0.46880409121513367,0.9565775394439697,-0.10963595658540726,0.46463239192962646,0.9493547677993774,-0.11090648174285889,0.42989614605903625,0.94432133436203,-0.113423191010952,thumbs_up
0.39525777101516724,0.8164052367210388,-5.655497830048262e-07,0.4039379358291626,0.671075165271759,-0.029105903580784798,0.36550313234329224,0.5573160648345947,-0.04741804674267769,0.335305392742157,0.476171612739563,-0.06528306752443314,0.3219408094882965,0.40446192026138306,-0.07675261795520782,0.22228573262691498,0.5942651629447937,-0.039633575826883316,0.25754672288894653,0.5494731664657593,-0.07496145367622375,0.31027695536613464,0.5869084000587463,-0.08623449504375458,0.30166926980018616,0.6237576603889465,-0.09456450492143631,0.19340534508228302,0.6720351576805115,-0.048276811838150024,0.25546765327453613,0.6341187357902527,-0.08852197229862213,0.3194465637207031,0.6595020890235901,-0.09919094294309616,0.29735854268074036,0.6811787486076355,-0.10562714189291,0.19817325472831726,0.7587522864341736,-0.060010235756635666,0.25277987122535706,0.7231432199478149,-0.10401357710361481,0.3103691041469574,0.7384842038154602,-0.09631522744894028,0.288706511259079,0.7605767250061035,-0.08822798728942871,0.22036093473434448,0.8420734405517578,-0.0739072859287262,0.24259382486343384,0.8337470293045044,-0.1086328774690628,0.27941834926605225,0.8251887559890747,-0.10528574883937836,0.2722228467464447,0.830156683921814,-0.09845633059740067,thumbs_up
0.25101959705352783,0.9031848907470703,-3.4131119264202425e-07,0.24256233870983124,0.8086386919021606,-0.021101461723446846,0.2088387906551361,0.7279400825500488,-0.03623528778553009,0.17871834337711334,0.6771602630615234,-0.05091297626495361,0.16806325316429138,0.6285159587860107,-0.05937689170241356,0.11334111541509628,0.7679965496063232,-0.02086637355387211,0.11028976738452911,0.7437822818756104,-0.04348131641745567,0.15436361730098724,0.7644380927085876,-0.04641369357705116,0.1535213589668274,0.7855931520462036,-0.04825077950954437,0.09630908071994781,0.829221785068512,-0.025055522099137306,0.10705061256885529,0.8052938580513,-0.04728318378329277,0.1656513512134552,0.817955732345581,-0.044006459414958954,0.14635831117630005,0.8265920281410217,-0.039872683584690094,0.09948807209730148,0.8884613513946533,-0.032783929258584976,0.11102606356143951,0.8721503019332886,-0.05612022802233696,0.15901896357536316,0.8737327456474304,-0.04075021296739578,0.14134056866168976,0.8827415108680725,-0.029393071308732033,0.11178603023290634,0.9438225626945496,-0.04277118295431137,0.1231468915939331,0.9439204931259155,-0.058315202593803406,0.15219153463840485,0.9309495687484741,-0.04898443445563316,0.1428312361240387,0.9307688474655151,-0.040579844266176224,thumbs_up
0.22681666910648346,0.5983183979988098,-3.1086435114957567e-07,0.22377565503120422,0.5248787999153137,-0.013697288930416107,0.19560714066028595,0.4546785056591034,-0.022475050762295723,0.17487594485282898,0.4145715832710266,-0.031903330236673355,0.16930808126926422,0.3752840757369995,-0.03642066568136215,0.11651303619146347,0.4810720980167389,-0.005922086536884308,0.11570778489112854,0.4504885673522949,-0.027291225269436836,0.15295182168483734,0.4742247760295868,-0.03650784119963646,0.15144936740398407,0.4917394518852234,-0.042302023619413376,0.10177251696586609,0.5237864851951599,-0.010197684168815613,0.11260262876749039,0.49401766061782837,-0.030494967475533485,0.1576000601053238,0.5141606330871582,-0.03241904824972153,0.14598052203655243,0.5261901021003723,-0.03151456266641617,0.09971456229686737,0.5685345530509949,-0.018058549612760544,0.11399152874946594,0.5448926687240601,-0.037729714065790176,0.15204845368862152,0.5563470721244812,-0.029185041785240173,0.14015130698680878,0.5697264671325684,-0.021761752665042877,0.10389319062232971,0.6117908954620361,-0.02762824483215809,0.12116722762584686,0.5991092920303345,-0.03808600828051567,0.147230327129364,0.601036787033081,-0.031370602548122406,0.1391291469335556,0.613025426864624,-0.02511456422507763,thumbs_up
0.20561958849430084,0.4046075940132141,-2.870023365630914e-07,0.2064250409603119,0.3374966084957123,-0.008504077792167664,0.18200261890888214,0.2765442728996277,-0.014707224443554878,0.16529019176959991,0.23599489033222198,-0.0226412583142519,0.16092820465564728,0.2011151760816574,-0.027092164382338524,0.11339223384857178,0.2911965548992157,-0.0025287626776844263,0.11417308449745178,0.26372456550598145,-0.021264901384711266,0.1456245630979538,0.285635381937027,-0.029057243838906288,0.14627836644649506,0.3025364577770233,-0.03335599601268768,0.09820479154586792,0.32846391201019287,-0.00793212465941906,0.11021523177623749,0.2999331057071686,-0.02499479241669178,0.14854812622070312,0.32139715552330017,-0.02601516991853714,0.1385946273803711,0.33452656865119934,-0.024581752717494965,0.09509925544261932,0.36861270666122437,-0.016311854124069214,0.10875676572322845,0.344849169254303,-0.033026568591594696,0.14305706322193146,0.3576003909111023,-0.024766260758042336,0.1341274231672287,0.3704459071159363,-0.017623741179704666,0.09843578934669495,0.4080198109149933,-0.02593293972313404,0.11480600386857986,0.395329087972641,-0.03524063900113106,0.13802479207515717,0.39602130651474,-0.02909921109676361,0.13232512772083282,0.4047378897666931,-0.023214638233184814,thumbs_up
